event_id,user_id,event_name,event_time,event_date,session_id,run_id,turn_no,product_type,action,result,value_num,schema_version,app_version,channel,strategy_segment
evt_000000038,usr_00003,turn_advanced,2026-08-02T10:50:00,2026-08-02,ses_00003_00,run_00003_01,17,,,success,17.0,1,0.9.3,offline_build,conservative
evt_000000039,usr_00003,turn_advanced,2026-08-02T10:52:00,2026-08-02,ses_00003_00,run_00003_01,18,,,success,18.0,1,0.9.3,offline_build,conservative
evt_000000040,usr_00003,turn_advanced,2026-08-02T10:54:00,2026-08-02,ses_00003_00,run_00003_01,19,,,success,19.0,1,0.9.3,offline_build,conservative
evt_000000041,usr_00003,turn_advanced,2026-08-02T10:56:00,2026-08-02,ses_00003_00,run_00003_01,20,,,success,20.0,1,0.9.3,offline_build,conservative
evt_000000042,usr_00003,life_choice_resolved,2026-08-02T10:57:00,2026-08-02,ses_00003_00,run_00003_01,20,,conservative,success,,1,0.9.3,offline_build,conservative
evt_000000043,usr_00003,turn_advanced,2026-08-02T10:58:00,2026-08-02,ses_00003_00,run_00003_01,21,,,success,21.0,1,0.9.3,offline_build,conservative
evt_000000044,usr_00003,turn_advanced,2026-08-02T11:00:00,2026-08-02,ses_00003_00,run_00003_01,22,,,success,22.0,1,0.9.3,offline_build,conservative
evt_000000045,usr_00003,turn_advanced,2026-08-02T11:02:00,2026-08-02,ses_00003_00,run_00003_01,23,,,success,23.0,1,0.9.3,offline_build,conservative
evt_000000046,usr_00003,turn_advanced,2026-08-02T11:04:00,2026-08-02,ses_00003_00,run_00003_01,24,,,success,24.0,1,0.9.3,offline_build,conservative
evt_000000047,usr_00003,turn_advanced,2026-08-02T11:06:00,2026-08-02,ses_00003_00,run_00003_01,25,,,success,25.0,1,0.9.3,offline_build,conservative
evt_000000048,usr_00003,life_choice_resolved,2026-08-02T11:07:00,2026-08-02,ses_00003_00,run_00003_01,25,,conservative,success,,1,0.9.3,offline_build,conservative
evt_000000049,usr_00003,turn_advanced,2026-08-02T11:08:00,2026-08-02,ses_00003_00,run_00003_01,26,,,success,26.0,1,0.9.3,offline_build,conservative
evt_000000050,usr_00003,turn_advanced,2026-08-02T11:10:00,2026-08-02,ses_00003_00,run_00003_01,27,,,success,27.0,1,0.9.3,offline_build,conservative
evt_000000051,usr_00003,turn_advanced,2026-08-02T11:12:00,2026-08-02,ses_00003_00,run_00003_01,28,,,success,28.0,1,0.9.3,offline_build,conservative
evt_000000052,usr_00003,turn_advanced,2026-08-02T11:14:00,2026-08-02,ses_00003_00,run_00003_01,29,,,success,29.0,1,0.9.3,offline_build,conservative
evt_000000053,usr_00003,turn_advanced,2026-08-02T11:16:00,2026-08-02,ses_00003_00,run_00003_01,30,,,success,30.0,1,0.9.3,offline_build,conservative
evt_000000054,usr_00003,life_choice_resolved,2026-08-02T11:17:00,2026-08-02,ses_00003_00,run_00003_01,30,,conservative,success,,1,0.9.3,offline_build,conservative
evt_000000055,usr_00003,system_opened,2026-08-02T10:37:00,2026-08-02,ses_00003_00,run_00003_01,26,gold,open_panel,success,,1,0.9.3,offline_build,conservative
evt_000000056,usr_00003,run_end,2026-08-02T11:24:00,2026-08-02,ses_00003_00,run_00003_01,30,,failure.margin_call,failed,30.0,1,0.9.3,offline_build,conservative
evt_000000057,usr_00003,session_start,2026-08-05T17:43:00,2026-08-05,ses_00003_03,,,,,returning,3.0,1,0.9.3,offline_build,conservative
evt_000000058,usr_00004,game_install,2026-08-11T18:01:00,2026-08-11,ses_00004_00,,,,,,,1,0.9.3,friend_test,diversified
evt_000000059,usr_00004,session_start,2026-08-11T18:01:05,2026-08-11,ses_00004_00,,,,,,,1,0.9.3,friend_test,diversified
evt_000000060,usr_00004,new_run_start,2026-08-11T18:01:20,2026-08-11,ses_00004_00,run_00004_01,,,,,,1,0.9.3,friend_test,diversified
evt_000000061,usr_00004,opening_item_selected,2026-08-11T18:03:00,2026-08-11,ses_00004_00,run_00004_01,,,chronometer,success,,1,0.9.3,friend_test,diversified
evt_000000062,usr_00004,watchlist_configured,2026-08-11T18:05:00,2026-08-11,ses_00004_00,run_00004_01,,,three_assets_selected,success,3.0,1,0.9.3,friend_test,diversified
evt_000000063,usr_00004,trade_order_result,2026-08-11T18:07:00,2026-08-11,ses_00004_00,run_00004_01,1,stock,buy,success,2.0,1,0.9.3,friend_test,diversified
evt_000000064,usr_00004,turn_advanced,2026-08-11T18:10:00,2026-08-11,ses_00004_00,run_00004_01,1,,,success,1.0,1,0.9.3,friend_test,diversified
evt_000000065,usr_00004,turn_advanced,2026-08-11T18:12:00,2026-08-11,ses_00004_00,run_00004_01,2,,,success,2.0,1,0.9.3,friend_test,diversified
evt_000000066,usr_00004,turn_advanced,2026-08-11T18:14:00,2026-08-11,ses_00004_00,run_00004_01,3,,,success,3.0,1,0.9.3,friend_test,diversified
evt_000000067,usr_00004,turn_advanced,2026-08-11T18:16:00,2026-08-11,ses_00004_00,run_00004_01,4,,,success,4.0,1,0.9.3,friend_test,diversified
evt_000000068,usr_00005,game_install,2026-08-03T09:38:00,2026-08-03,ses_00005_00,,,,,,,1,0.9.1,friend_test,research
evt_000000069,usr_00005,session_start,2026-08-03T09:38:05,2026-08-03,ses_00005_00,,,,,,,1,0.9.1,friend_test,research
evt_000000070,usr_00005,new_run_start,2026-08-03T09:38:20,2026-08-03,ses_00005_00,run_00005_01,,,,,,1,0.9.1,friend_test,research
evt_000000071,usr_00005,opening_item_selected,2026-08-03T09:40:00,2026-08-03,ses_00005_00,run_00005_01,,,ledger,success,,1,0.9.1,friend_test,research
evt_000000072,usr_00005,watchlist_configured,2026-08-03T09:42:00,2026-08-03,ses_00005_00,run_00005_01,,,three_assets_selected,success,3.0,1,0.9.1,friend_test,research
evt_000000073,usr_00005,trade_order_result,2026-08-03T09:44:00,2026-08-03,ses_00005_00,run_00005_01,1,stock,buy,success,3.0,1,0.9.1,friend_test,research
evt_000000074,usr_00005,turn_advanced,2026-08-03T09:47:00,2026-08-03,ses_00005_00,run_00005_01,1,,,success,1.0,1,0.9.1,friend_test,research
evt_000000075,usr_00005,turn_advanced,2026-08-03T09:49:00,2026-08-03,ses_00005_00,run_00005_01,2,,,success,2.0,1,0.9.1,friend_test,research
evt_000000076,usr_00005,turn_advanced,2026-08-03T09:51:00,2026-08-03,ses_00005_00,run_00005_01,3,,,success,3.0,1,0.9.1,friend_test,research
evt_000000077,usr_00005,turn_advanced,2026-08-03T09:53:00,2026-08-03,ses_00005_00,run_00005_01,4,,,success,4.0,1,0.9.1,friend_test,research
evt_000000078,usr_00005,turn_advanced,2026-08-03T09:55:00,2026-08-03,ses_00005_00,run_00005_01,5,,,success,5.0,1,0.9.1,friend_test,research
evt_000000079,usr_00005,life_choice_resolved,2026-08-03T09:56:00,2026-08-03,ses_00005_00,run_00005_01,5,,research,success,,1,0.9.1,friend_test,research
evt_000000080,usr_00005,turn_advanced,2026-08-03T09:57:00,2026-08-03,ses_00005_00,run_00005_01,6,,,success,6.0,1,0.9.1,friend_test,research
evt_000000081,usr_00005,turn_advanced,2026-08-03T09:59:00,2026-08-03,ses_00005_00,run_00005_01,7,,,success,7.0,1,0.9.1,friend_test,research
evt_000000082,usr_00005,turn_advanced,2026-08-03T10:01:00,2026-08-03,ses_00005_00,run_00005_01,8,,,success,8.0,1,0.9.1,friend_test,research
evt_000000083,usr_00005,turn_advanced,2026-08-03T10:03:00,2026-08-03,ses_00005_00,run_00005_01,9,,,success,9.0,1,0.9.1,friend_test,research
evt_000000084,usr_00005,turn_advanced,2026-08-03T10:05:00,2026-08-03,ses_00005_00,run_00005_01,10,,,success,10.0,1,0.9.1,friend_test,research
evt_000000085,usr_00005,life_choice_resolved,2026-08-03T10:06:00,2026-08-03,ses_00005_00,run_00005_01,10,,research,success,,1,0.9.1,friend_test,research
evt_000000086,usr_00005,turn_advanced,2026-08-03T10:07:00,2026-08-03,ses_00005_00,run_00005_01,11,,,success,11.0,1,0.9.1,friend_test,research
evt_000000087,usr_00005,turn_advanced,2026-08-03T10:09:00,2026-08-03,ses_00005_00,run_00005_01,12,,,success,12.0,1,0.9.1,friend_test,research
evt_000000088,usr_00005,turn_advanced,2026-08-03T10:11:00,2026-08-03,ses_00005_00,run_00005_01,13,,,success,13.0,1,0.9.1,friend_test,research
evt_000000089,usr_00005,turn_advanced,2026-08-03T10:13:00,2026-08-03,ses_00005_00,run_00005_01,14,,,success,14.0,1,0.9.1,friend_test,research
evt_000000090,usr_00005,turn_advanced,2026-08-03T10:15:00,2026-08-03,ses_00005_00,run_00005_01,15,,,success,15.0,1,0.9.1,friend_test,research
evt_000000091,usr_00005,life_choice_resolved,2026-08-03T10:16:00,2026-08-03,ses_00005_00,run_00005_01,15,,research,success,,1,0.9.1,friend_test,research
evt_000000092,usr_00005,turn_advanced,2026-08-03T10:17:00,2026-08-03,ses_00005_00,run_00005_01,16,,,success,16.0,1,0.9.1,friend_test,research
evt_000000093,usr_00005,turn_advanced,2026-08-03T10:19:00,2026-08-03,ses_00005_00,run_00005_01,17,,,success,17.0,1,0.9.1,friend_test,research
evt_000000094,usr_00005,turn_advanced,2026-08-03T10:21:00,2026-08-03,ses_00005_00,run_00005_01,18,,,success,18.0,1,0.9.1,friend_test,research
evt_000000095,usr_00005,turn_advanced,2026-08-03T10:23:00,2026-08-03,ses_00005_00,run_00005_01,19,,,success,19.0,1,0.9.1,friend_test,research
evt_000000096,usr_00005,turn_advanced,2026-08-03T10:25:00,2026-08-03,ses_00005_00,run_00005_01,20,,,success,20.0,1,0.9.1,friend_test,research
evt_000000097,usr_00005,life_choice_resolved,2026-08-03T10:26:00,2026-08-03,ses_00005_00,run_00005_01,20,,research,success,,1,0.9.1,friend_test,research
evt_000000098,usr_00005,turn_advanced,2026-08-03T10:27:00,2026-08-03,ses_00005_00,run_00005_01,21,,,success,21.0,1,0.9.1,friend_test,research
evt_000000099,usr_00005,turn_advanced,2026-08-03T10:29:00,2026-08-03,ses_00005_00,run_00005_01,22,,,success,22.0,1,0.9.1,friend_test,research
evt_000000100,usr_00005,turn_advanced,2026-08-03T10:31:00,2026-08-03,ses_00005_00,run_00005_01,23,,,success,23.0,1,0.9.1,friend_test,research
evt_000000101,usr_00005,turn_advanced,2026-08-03T10:33:00,2026-08-03,ses_00005_00,run_00005_01,24,,,success,24.0,1,0.9.1,friend_test,research
evt_000000102,usr_00005,turn_advanced,2026-08-03T10:35:00,2026-08-03,ses_00005_00,run_00005_01,25,,,success,25.0,1,0.9.1,friend_test,research
evt_000000103,usr_00005,life_choice_resolved,2026-08-03T10:36:00,2026-08-03,ses_00005_00,run_00005_01,25,,research,success,,1,0.9.1,friend_test,research
evt_000000104,usr_00005,turn_advanced,2026-08-03T10:37:00,2026-08-03,ses_00005_00,run_00005_01,26,,,success,26.0,1,0.9.1,friend_test,research
evt_000000105,usr_00005,turn_advanced,2026-08-03T10:39:00,2026-08-03,ses_00005_00,run_00005_01,27,,,success,27.0,1,0.9.1,friend_test,research
evt_000000106,usr_00005,turn_advanced,2026-08-03T10:41:00,2026-08-03,ses_00005_00,run_00005_01,28,,,success,28.0,1,0.9.1,friend_test,research
evt_000000107,usr_00005,turn_advanced,2026-08-03T10:43:00,2026-08-03,ses_00005_00,run_00005_01,29,,,success,29.0,1,0.9.1,friend_test,research
evt_000000108,usr_00005,turn_advanced,2026-08-03T10:45:00,2026-08-03,ses_00005_00,run_00005_01,30,,,success,30.0,1,0.9.1,friend_test,research
evt_000000109,usr_00005,life_choice_resolved,2026-08-03T10:46:00,2026-08-03,ses_00005_00,run_00005_01,30,,research,success,,1,0.9.1,friend_test,research
evt_000000110,usr_00005,turn_advanced,2026-08-03T10:47:00,2026-08-03,ses_00005_00,run_00005_01,31,,,success,31.0,1,0.9.1,friend_test,research
evt_000000111,usr_00005,turn_advanced,2026-08-03T10:49:00,2026-08-03,ses_00005_00,run_00005_01,32,,,success,32.0,1,0.9.1,friend_test,research
evt_000000112,usr_00005,turn_advanced,2026-08-03T10:51:00,2026-08-03,ses_00005_00,run_00005_01,33,,,success,33.0,1,0.9.1,friend_test,research
evt_000000113,usr_00005,turn_advanced,2026-08-03T10:53:00,2026-08-03,ses_00005_00,run_00005_01,34,,,success,34.0,1,0.9.1,friend_test,research
evt_000000114,usr_00005,turn_advanced,2026-08-03T10:55:00,2026-08-03,ses_00005_00,run_00005_01,35,,,success,35.0,1,0.9.1,friend_test,research
evt_000000115,usr_00005,life_choice_resolved,2026-08-03T10:56:00,2026-08-03,ses_00005_00,run_00005_01,35,,research,success,,1,0.9.1,friend_test,research
evt_000000116,usr_00005,turn_advanced,2026-08-03T10:57:00,2026-08-03,ses_00005_00,run_00005_01,36,,,success,36.0,1,0.9.1,friend_test,research
evt_000000117,usr_00005,turn_advanced,2026-08-03T10:59:00,2026-08-03,ses_00005_00,run_00005_01,37,,,success,37.0,1,0.9.1,friend_test,research
evt_000000118,usr_00005,turn_advanced,2026-08-03T11:01:00,2026-08-03,ses_00005_00,run_00005_01,38,,,success,38.0,1,0.9.1,friend_test,research
evt_000000119,usr_00005,turn_advanced,2026-08-03T11:03:00,2026-08-03,ses_00005_00,run_00005_01,39,,,success,39.0,1,0.9.1,friend_test,research
evt_000000120,usr_00005,turn_advanced,2026-08-03T11:05:00,2026-08-03,ses_00005_00,run_00005_01,40,,,success,40.0,1,0.9.1,friend_test,research
evt_000000121,usr_00005,life_choice_resolved,2026-08-03T11:06:00,2026-08-03,ses_00005_00,run_00005_01,40,,research,success,,1,0.9.1,friend_test,research
evt_000000122,usr_00005,turn_advanced,2026-08-03T11:07:00,2026-08-03,ses_00005_00,run_00005_01,41,,,success,41.0,1,0.9.1,friend_test,research
evt_000000123,usr_00005,turn_advanced,2026-08-03T11:09:00,2026-08-03,ses_00005_00,run_00005_01,42,,,success,42.0,1,0.9.1,friend_test,research
evt_000000124,usr_00005,turn_advanced,2026-08-03T11:11:00,2026-08-03,ses_00005_00,run_00005_01,43,,,success,43.0,1,0.9.1,friend_test,research
evt_000000125,usr_00005,turn_advanced,2026-08-03T11:13:00,2026-08-03,ses_00005_00,run_00005_01,44,,,success,44.0,1,0.9.1,friend_test,research
evt_000000126,usr_00005,turn_advanced,2026-08-03T11:15:00,2026-08-03,ses_00005_00,run_00005_01,45,,,success,45.0,1,0.9.1,friend_test,research
evt_000000127,usr_00005,life_choice_resolved,2026-08-03T11:16:00,2026-08-03,ses_00005_00,run_00005_01,45,,research,success,,1,0.9.1,friend_test,research
evt_000000128,usr_00005,turn_advanced,2026-08-03T11:17:00,2026-08-03,ses_00005_00,run_00005_01,46,,,success,46.0,1,0.9.1,friend_test,research
evt_000000129,usr_00005,turn_advanced,2026-08-03T11:19:00,2026-08-03,ses_00005_00,run_00005_01,47,,,success,47.0,1,0.9.1,friend_test,research
evt_000000130,usr_00005,turn_advanced,2026-08-03T11:21:00,2026-08-03,ses_00005_00,run_00005_01,48,,,success,48.0,1,0.9.1,friend_test,research
evt_000000131,usr_00005,turn_advanced,2026-08-03T11:23:00,2026-08-03,ses_00005_00,run_00005_01,49,,,success,49.0,1,0.9.1,friend_test,research
evt_000000132,usr_00005,turn_advanced,2026-08-03T11:25:00,2026-08-03,ses_00005_00,run_00005_01,50,,,success,50.0,1,0.9.1,friend_test,research
evt_000000133,usr_00005,life_choice_resolved,2026-08-03T11:26:00,2026-08-03,ses_00005_00,run_00005_01,50,,research,success,,1,0.9.1,friend_test,research
evt_000000134,usr_00005,turn_advanced,2026-08-03T11:27:00,2026-08-03,ses_00005_00,run_00005_01,51,,,success,51.0,1,0.9.1,friend_test,research
evt_000000135,usr_00005,turn_advanced,2026-08-03T11:29:00,2026-08-03,ses_00005_00,run_00005_01,52,,,success,52.0,1,0.9.1,friend_test,research
evt_000000136,usr_00005,turn_advanced,2026-08-03T11:31:00,2026-08-03,ses_00005_00,run_00005_01,53,,,success,53.0,1,0.9.1,friend_test,research
evt_000000137,usr_00005,system_opened,2026-08-03T10:40:00,2026-08-03,ses_00005_00,run_00005_01,10,gold,open_panel,success,,1,0.9.1,friend_test,research
evt_000000138,usr_00005,run_end,2026-08-03T11:39:00,2026-08-03,ses_00005_00,run_00005_01,53,,failure.liquidity,failed,53.0,1,0.9.1,friend_test,research
evt_000000139,usr_00005,session_start,2026-08-04T13:05:00,2026-08-04,ses_00005_01,,,,,returning,1.0,1,0.9.1,friend_test,research
evt_000000140,usr_00006,game_install,2026-08-03T20:38:00,2026-08-03,ses_00006_00,,,,,,,1,0.9.1,campus_demo,conservative
evt_000000141,usr_00006,session_start,2026-08-03T20:38:05,2026-08-03,ses_00006_00,,,,,,,1,0.9.1,campus_demo,conservative
evt_000000142,usr_00006,new_run_start,2026-08-03T20:38:20,2026-08-03,ses_00006_00,run_00006_01,,,,,,1,0.9.1,campus_demo,conservative
evt_000000143,usr_00006,opening_item_selected,2026-08-03T20:40:00,2026-08-03,ses_00006_00,run_00006_01,,,prism,success,,1,0.9.1,campus_demo,conservative
evt_000000144,usr_00006,watchlist_configured,2026-08-03T20:42:00,2026-08-03,ses_00006_00,run_00006_01,,,three_assets_selected,success,3.0,1,0.9.1,campus_demo,conservative
evt_000000145,usr_00006,trade_order_result,2026-08-03T20:44:00,2026-08-03,ses_00006_00,run_00006_01,1,stock,buy,success,2.0,1,0.9.1,campus_demo,conservative
evt_000000146,usr_00006,turn_advanced,2026-08-03T20:47:00,2026-08-03,ses_00006_00,run_00006_01,1,,,success,1.0,1,0.9.1,campus_demo,conservative
evt_000000147,usr_00006,turn_advanced,2026-08-03T20:49:00,2026-08-03,ses_00006_00,run_00006_01,2,,,success,2.0,1,0.9.1,campus_demo,conservative
evt_000000148,usr_00006,turn_advanced,2026-08-03T20:51:00,2026-08-03,ses_00006_00,run_00006_01,3,,,success,3.0,1,0.9.1,campus_demo,conservative
evt_000000149,usr_00006,turn_advanced,2026-08-03T20:53:00,2026-08-03,ses_00006_00,run_00006_01,4,,,success,4.0,1,0.9.1,campus_demo,conservative
evt_000000150,usr_00006,turn_advanced,2026-08-03T20:55:00,2026-08-03,ses_00006_00,run_00006_01,5,,,success,5.0,1,0.9.1,campus_demo,conservative
evt_000000151,usr_00006,life_choice_resolved,2026-08-03T20:56:00,2026-08-03,ses_00006_00,run_00006_01,5,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000152,usr_00006,turn_advanced,2026-08-03T20:57:00,2026-08-03,ses_00006_00,run_00006_01,6,,,success,6.0,1,0.9.1,campus_demo,conservative
evt_000000153,usr_00006,turn_advanced,2026-08-03T20:59:00,2026-08-03,ses_00006_00,run_00006_01,7,,,success,7.0,1,0.9.1,campus_demo,conservative
evt_000000154,usr_00006,turn_advanced,2026-08-03T21:01:00,2026-08-03,ses_00006_00,run_00006_01,8,,,success,8.0,1,0.9.1,campus_demo,conservative
evt_000000155,usr_00006,turn_advanced,2026-08-03T21:03:00,2026-08-03,ses_00006_00,run_00006_01,9,,,success,9.0,1,0.9.1,campus_demo,conservative
evt_000000156,usr_00006,turn_advanced,2026-08-03T21:05:00,2026-08-03,ses_00006_00,run_00006_01,10,,,success,10.0,1,0.9.1,campus_demo,conservative
evt_000000157,usr_00006,life_choice_resolved,2026-08-03T21:06:00,2026-08-03,ses_00006_00,run_00006_01,10,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000158,usr_00006,turn_advanced,2026-08-03T21:07:00,2026-08-03,ses_00006_00,run_00006_01,11,,,success,11.0,1,0.9.1,campus_demo,conservative
evt_000000159,usr_00006,turn_advanced,2026-08-03T21:09:00,2026-08-03,ses_00006_00,run_00006_01,12,,,success,12.0,1,0.9.1,campus_demo,conservative
evt_000000160,usr_00006,turn_advanced,2026-08-03T21:11:00,2026-08-03,ses_00006_00,run_00006_01,13,,,success,13.0,1,0.9.1,campus_demo,conservative
evt_000000161,usr_00006,turn_advanced,2026-08-03T21:13:00,2026-08-03,ses_00006_00,run_00006_01,14,,,success,14.0,1,0.9.1,campus_demo,conservative
evt_000000162,usr_00006,turn_advanced,2026-08-03T21:15:00,2026-08-03,ses_00006_00,run_00006_01,15,,,success,15.0,1,0.9.1,campus_demo,conservative
evt_000000163,usr_00006,life_choice_resolved,2026-08-03T21:16:00,2026-08-03,ses_00006_00,run_00006_01,15,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000164,usr_00006,turn_advanced,2026-08-03T21:17:00,2026-08-03,ses_00006_00,run_00006_01,16,,,success,16.0,1,0.9.1,campus_demo,conservative
evt_000000165,usr_00006,turn_advanced,2026-08-03T21:19:00,2026-08-03,ses_00006_00,run_00006_01,17,,,success,17.0,1,0.9.1,campus_demo,conservative
evt_000000166,usr_00006,turn_advanced,2026-08-03T21:21:00,2026-08-03,ses_00006_00,run_00006_01,18,,,success,18.0,1,0.9.1,campus_demo,conservative
evt_000000167,usr_00006,turn_advanced,2026-08-03T21:23:00,2026-08-03,ses_00006_00,run_00006_01,19,,,success,19.0,1,0.9.1,campus_demo,conservative
evt_000000168,usr_00006,turn_advanced,2026-08-03T21:25:00,2026-08-03,ses_00006_00,run_00006_01,20,,,success,20.0,1,0.9.1,campus_demo,conservative
evt_000000169,usr_00006,life_choice_resolved,2026-08-03T21:26:00,2026-08-03,ses_00006_00,run_00006_01,20,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000170,usr_00006,turn_advanced,2026-08-03T21:27:00,2026-08-03,ses_00006_00,run_00006_01,21,,,success,21.0,1,0.9.1,campus_demo,conservative
evt_000000171,usr_00006,turn_advanced,2026-08-03T21:29:00,2026-08-03,ses_00006_00,run_00006_01,22,,,success,22.0,1,0.9.1,campus_demo,conservative
evt_000000172,usr_00006,turn_advanced,2026-08-03T21:31:00,2026-08-03,ses_00006_00,run_00006_01,23,,,success,23.0,1,0.9.1,campus_demo,conservative
